,genes,logFC,AveExpr,t,P.Value,adj.P.Val,expr
STC1,STC1,1.49566602219229,5.82908236115045,7.46799283277083,8.36365276888979e-14,9.03876200678147e-12,up
PRSS23,PRSS23,-1.49064107233597,6.67296927239753,-7.44437898303957,1.00011054565536e-13,1.0731186154882e-11,down
PSMB8,PSMB8,1.44711415447698,6.20134450494598,7.39569879978461,1.4433808352596e-13,1.53776361044466e-11,up
MLKL,MLKL,1.47343069791831,5.84780593500621,7.36756887267233,1.78234953639447e-13,1.88552498138857e-11,up
TFPI2,TFPI2,1.35184619527607,8.335518736096,7.30797495095812,2.7794883961452e-13,2.91982340467784e-11,up
CA8,CA8,1.5832627018133,4.96597764915967,7.28538172661802,3.28647302603665e-13,3.42843040257796e-11,up
UXS1,UXS1,1.43738009286494,6.01944132373048,7.26676523212998,3.77159185480647e-13,3.9073691615795e-11,up
EFHD2,EFHD2,1.36023988891242,7.038563726481,7.21899142537467,5.36162993259009e-13,5.51660307173756e-11,up
FGL1,FGL1,-1.44029854744253,6.68737587751922,-7.2109186358707,5.6887452008717e-13,5.81335581003366e-11,down
EBI3,EBI3,1.488665990928,5.42726060606533,7.18980392892877,6.63982217722824e-13,6.73941950988666e-11,up
IRF9,IRF9,1.34985818755814,6.85527413017781,7.11848477402002,1.11567073285249e-12,1.12480575496041e-10,up
DOCK5,DOCK5,1.36297872077655,6.58437469124954,7.10532387443978,1.22713002592488e-12,1.22892981662957e-10,up
EHD4,EHD4,1.67999345172434,4.32330703521864,7.09892525053506,1.28519775771035e-12,1.27855898783608e-10,up
CHAC1,CHAC1,2.06455535981361,3.12591752664142,7.08808363843308,1.3897993893214e-12,1.37352410699908e-10,up
TGFBI,TGFBI,1.29793132642116,10.4107061061515,7.07146867786766,1.56651145916917e-12,1.5296522203461e-10,up
CCNG1,CCNG1,-1.65452235169059,5.12938062045399,-7.0713240112962,1.56814300315071e-12,1.5296522203461e-10,down
SLC16A6,SLC16A6,2.18567193992692,2.82453606627085,7.04804862286277,1.85355928654495e-12,1.79639790983731e-10,up
PLEK2,PLEK2,2.27351011798549,2.63920415482796,7.03352836672866,2.05681036942169e-12,1.98060290829825e-10,up
HABP2,HABP2,-2.78127573489717,2.94053022500747,-7.03135862101584,2.08900235343062e-12,1.99878938555635e-10,down
REC8,REC8,1.50890909637304,5.05971731769228,7.0157169225748,2.33615795522653e-12,2.22112435464638e-10,up
TNS4,TNS4,1.34525447907818,6.40683828863304,6.95125184749675,3.69448218184236e-12,3.49047241104628e-10,up
PLIN2,PLIN2,1.31805609744577,6.80433412619714,6.93704441833466,4.08493694851602e-12,3.83524517753798e-10,up
FRMD8,FRMD8,1.34635665740495,6.34392987883844,6.93387849411665,4.177307223948e-12,3.8976092619967e-10,up
HLA-C,HLA-C,1.27959929750706,8.22180246757329,6.91323485501711,4.83185457397761e-12,4.48050119816616e-10,up
C5,C5,-1.34877607713567,7.01809804571519,-6.88941742543794,5.71249595288201e-12,5.25384803541516e-10,down
SORCS2,SORCS2,2.02010745173082,3.08841244431046,6.8888374205938,5.73579468651369e-12,5.25384803541516e-10,up
ACTA2,ACTA2,-1.79372728457148,4.44343237824092,-6.87095204014169,6.5017937810395e-12,5.91939067750153e-10,down
HLA-E,HLA-E,1.27468026351741,7.71137287970653,6.85848383229479,7.0942049694267e-12,6.41982813558602e-10,up
BMF,BMF,1.88399661679695,3.40364583448567,6.83152778091083,8.56157942281242e-12,7.70132012511905e-10,up
